field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
국립호남권생물자원관,91,DC콤보,전라남도 목포시 고하도안길 99(달동 1357),08:00 ~ 19:00,정,전라남도 목포시 고하도안길 99 (달동),126.36622238349979,34.76615642806916
만호동행정복지센터,1,DC콤보,전라남도 목포시 수강로12번길 24,24시간 이용가능,정,전라남도 목포시 수강로12번길 24 (보광동2가),126.38722370725257,34.78729168373834
동명동행정복지센터,1,DC콤보,전라남도 목포시 자유로20번길 27,24시간 이용가능,정,전라남도 목포시 자유로20번길 27 (동명동),126.39201589568039,34.79095849891624
롯데마트 목포점,1,DC차데모+AC3상+DC콤보,전라남도 목포시 원형서로 15 롯데마트목포점,24시간 이용가능,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
남교공영주차장,1,DC콤보,전라남도 목포시 남교동 57,24시간 이용가능,정,전라남도 목포시 남교동 57,126.38054451585104,34.7941188354121
목포벤처문화산업지원센터주차장,1,DC콤보,전라남도 목포시 석현동 1175,24시간 이용가능,정,전라남도 목포시 석현동 1175,126.42608934906954,34.816235238747694
목포시종합관광안내소,1,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로 843(대양동 276),24시간 이용가능,정,전라남도 목포시 영산로 843 (대양동),126.42222669113903,34.83827048728577
목포해양경찰서,21,DC콤보,전라남도 목포시 청호로 231,09:00 ~ 18:00,정,전라남도 목포시 청호로 231 (산정동),126.36816929673346,34.81028547722551
국립호남권생물자원관,92,DC콤보,전라남도 목포시 고하도안길 99(달동 1357),08:00 ~ 19:00,정,전라남도 목포시 고하도안길 99 (달동),126.36622238349979,34.76615642806916
이로시장공영주차장,1,DC콤보,전라남도 목포시 용당동 993-2,24시간 이용가능,정,전라남도 목포시 용당동 993-2,126.40388312062143,34.80512413951057
서해지방해양경찰청,21,DC콤보,전라남도 목포시 남악로162번길25,24시간 이용가능,정,전라남도 목포시 남악로162번길 25 (옥암동),126.45727294360253,34.80404287307891
롯데마트 목포점,2,DC차데모+AC3상+DC콤보,전라남도 목포시 원형서로 15 롯데마트목포점,24시간 이용가능,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
비파공영주차장,1,DC콤보,전라남도 목포시 상동 32,24시간 이용가능,정,전라남도 목포시 상동 32,126.42024796610345,34.80742727889374
자유시장 공영주차장,1,DC콤보,전라남도 목포시 용당로 58,24시간 이용가능,정,전라남도 목포시 용당로 58 (산정동),126.40261581394435,34.79275968383015
평화광장 공영1주차장,1,DC콤보,전라남도 목포시 옥암동 1100,24시간 이용가능,정,전라남도 목포시 옥암동 1100,126.43813064246427,34.7984986222518
목포해양경찰서,22,DC콤보,전라남도 목포시 청호로 231,09:00 ~ 18:00,정,전라남도 목포시 청호로 231 (산정동),126.36816929673346,34.81028547722551
보리마당 주차장,1,DC콤보,전라남도 목포시 해안로127번길 7,24시간 이용가능,정,전라남도 목포시 해안로127번길 7 (금화동),126.3773708979309,34.78137612200016
국립해양 문화재연구소,1,DC콤보,전라남도 목포시 남농로 136(용해동 8),24시간 이용가능,정,전라남도 목포시 남농로 136 (용해동),126.42166049972646,34.79180276954295
서해지방해양경찰청,22,DC콤보,전라남도 목포시 남악로162번길25,24시간 이용가능,정,전라남도 목포시 남악로162번길 25 (옥암동),126.45727294360253,34.80404287307891
고하도 해상케이블카,1,DC콤보,전라남도 목포시 고하도안길 185,24시간 이용가능,정,전라남도 목포시 고하도안길 185 (달동),126.36008673823844,34.773828637845156
유달산공원유료주차장,1,DC콤보,전라남도 목포시 측후동 4,24시간 이용가능,정,전라남도 목포시 측후동 4,126.38182857831738,34.78884097591495
골드클래스7차아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 연산동 1925,정보없음,정,전라남도 목포시 연산동 1925,126.39127357022218,34.81839178677541
평화광장 공영1주차장,2,DC콤보,전라남도 목포시 옥암동 1100,24시간 이용가능,정,전라남도 목포시 옥암동 1100,126.43813064246427,34.7984986222518
국민건강보험공단,1,DC콤보,전라남도 목포시 삼향천로 171(목포지사 사옥),24시간 이용가능,정,전라남도 목포시 삼향천로 171 (석현동),126.42702905208996,34.81461408500941
근화옥암베아채,1,DC차데모+AC3상+DC콤보,전라남도 목포시 남악1로52번길 83(1246 근화옥암베아채),24시간 이용가능,정,전라남도 목포시 남악1로52번길 83 (옥암동),126.45233262633575,34.812171823619
KD빌리앙뜨,1,DC차데모+AC3상+DC콤보,전라남도 목포시 석현동 옥암로 174,정보없음,정,전라남도 목포시 옥암로 174 (석현동),126.42367348825294,34.81433557323041
녹색에너지연구원,1,DC콤보,전라남도 목포시 삼향천로 177(석현동 1175-4),24시간 이용가능,정,전라남도 목포시 삼향천로 177 (석현동),126.42683829171192,34.81537074586156
꿈동산 신안2차아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 1019,정보없음,정,전라남도 목포시 상동 1019,126.42478721916603,34.79851732516852
골드클래스7차아파트,2,AC완속,전라남도 목포시 연산동 1925,정보없음,정,전라남도 목포시 연산동 1925,126.39127357022218,34.81839178677541
대성사랑으로,1,DC차데모+AC3상+DC콤보,전라남도 목포시 석현동 영산로 610,정보없음,정,전라남도 목포시 영산로 610 (석현동),126.42189458823238,34.819541657090234
근화옥암베아채,2,AC완속,전라남도 목포시 남악1로52번길 83(1246 근화옥암베아채),24시간 이용가능,정,전라남도 목포시 남악1로52번길 83 (옥암동),126.45233262633575,34.812171823619
동부시장공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로 257번길 15(동부시장 옆),정보없음,정,전라남도 목포시 영산로257번길 15 (용당동),126.39345622097886,34.80460824016132
KD빌리앙뜨,2,AC완속,전라남도 목포시 석현동 옥암로 174,정보없음,정,전라남도 목포시 옥암로 174 (석현동),126.42367348825294,34.81433557323041
목포옥암부영애시앙2차 아파트,3,AC완속,전라남도 목포시 옥암동 당가두로13번길 9,정보없음,정,전라남도 목포시 당가두로13번길 9 (옥암동),126.43538885305807,34.80933672954289
목포농협 하나로마트,2,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로659,정보없음,정,전라남도 목포시 영산로 659 (석현동),126.42217853137203,34.824050041185664
꿈동산 신안2차아파트,2,AC완속,전라남도 목포시 상동 1019,정보없음,정,전라남도 목포시 상동 1019,126.42478721916603,34.79851732516852
골드클래스7차아파트,3,AC완속,전라남도 목포시 연산동 1925,정보없음,정,전라남도 목포시 연산동 1925,126.39127357022218,34.81839178677541
근화옥암베아채,3,AC완속,전라남도 목포시 남악1로52번길 83(1246 근화옥암베아채),24시간 이용가능,정,전라남도 목포시 남악1로52번길 83 (옥암동),126.45233262633575,34.812171823619
목포국제축구센터,1,DC콤보,전라남도 목포시 내화마을길 89(950-4 목포국제축구센터),24시간 이용가능,정,전라남도 목포시 내화마을길 89 (대양동),126.3947700298701,34.83049301430399
목포유통센터,1,DC차데모+AC3상+DC콤보,전라남도 목포시 선곡로 33,정보없음,정,전라남도 목포시 선곡로 33 (석현동),126.42822677000407,34.818542597753854
부주동 행정복지센터,1,DC차데모+AC3상+DC콤보,전라남도 목포시 남악1로 51번가길 2(옥암동),정보없음,정,전라남도 목포시 남악1로 51 (옥암동),126.44537491151512,34.80876363394015
목포옥암부영애시앙2차 아파트,4,AC완속,전라남도 목포시 옥암동 당가두로13번길 9,정보없음,정,전라남도 목포시 당가두로13번길 9 (옥암동),126.43538885305807,34.80933672954289
목포지사,3,AC완속,전라남도 목포시 삼학로 370,주중/주말 : 06시~23시,정,전라남도 목포시 삼학로 370 (용해동),126.40948147681574,34.803285820227664
꿈동산 신안2차아파트,3,AC완속,전라남도 목포시 상동 1019,정보없음,정,전라남도 목포시 상동 1019,126.42478721916603,34.79851732516852
목포생활환경관리센터,1,DC콤보,전라남도 목포시 대양동 산94-5,24시간 이용가능,정,전라남도 목포시 대양동 산 94-5,126.40894994782099,34.83497027843324
근화옥암베아채,4,AC완속,전라남도 목포시 남악1로52번길 83(1246 근화옥암베아채),24시간 이용가능,정,전라남도 목포시 남악1로52번길 83 (옥암동),126.45233262633575,34.812171823619
목포국제축구센터,2,DC콤보,전라남도 목포시 내화마을길 89(950-4 목포국제축구센터),24시간 이용가능,정,전라남도 목포시 내화마을길 89 (대양동),126.3947700298701,34.83049301430399
목포유통센터,2,DC차데모+AC3상+DC콤보,전라남도 목포시 선곡로 33,정보없음,정,전라남도 목포시 선곡로 33 (석현동),126.42822677000407,34.818542597753854
북항광장 공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 죽교동 620-20,정보없음,정,전라남도 목포시 죽교동 620-20,126.36857534043942,34.80256655854039
북항 해상케이블카,1,DC콤보,전라남도 목포시 해양대학로 240북항 해상케이블카,24시간 이용가능,정,전라남도 목포시 해양대학로 240 (죽교동),126.37002508497811,34.79940464006921
에메랄드퀸 주상복합아파트,2,AC완속,전라남도 목포시 상동 1139-7,정보없음,정,전라남도 목포시 상동 1139-7,126.43370455869184,34.79795624343999
신안실크밸리7차,2,AC완속,전라남도 목포시 죽교동 704,정보없음,정,전라남도 목포시 죽교동 704,126.36657705229473,34.805261281503455
목포시청 민원주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 양을로 203목포시청 뒷편,06~23시,정,전라남도 목포시 양을로 203 (용당동),126.39285589776756,34.811976091069255
꿈동산 신안2차아파트,4,AC완속,전라남도 목포시 상동 1019,정보없음,정,전라남도 목포시 상동 1019,126.42478721916603,34.79851732516852
목포농협 하나로마트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로659,정보없음,정,전라남도 목포시 영산로 659 (석현동),126.42217853137203,34.824050041185664
목포지사,4,AC완속,전라남도 목포시 삼학로 370,주중/주말 : 06시~23시,정,전라남도 목포시 삼학로 370 (용해동),126.40948147681574,34.803285820227664
상동 우성 아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 신흥로 13,정보없음,정,전라남도 목포시 신흥로 13 (상동),126.42144487128706,34.80332391409266
에메랄드퀸 주상복합아파트,4,AC완속,전라남도 목포시 상동 1139-7,정보없음,정,전라남도 목포시 상동 1139-7,126.43370455869184,34.79795624343999
우방아이유쉘아파트,2,AC완속,전라남도 목포시 옥암동 1397,정보없음,정,전라남도 목포시 옥암동 1397,126.42571368962582,34.81277660405435
옥암한국아델리움,2,AC완속,전라남도 목포시 옥암동 남악1로 15,24시간,정,전라남도 목포시 남악1로 15 (옥암동),126.44514527528796,34.805473073675834
목포옥암부영애시앙2차 아파트,2,AC완속,전라남도 목포시 옥암동 당가두로13번길 9,정보없음,정,전라남도 목포시 당가두로13번길 9 (옥암동),126.43538885305807,34.80933672954289
목포지사,1,DC차데모+AC3상+DC콤보,전라남도 목포시 삼학로 370,주중/주말 : 06시~23시,정,전라남도 목포시 삼학로 370 (용해동),126.40948147681574,34.803285820227664
에메랄드퀸 주상복합아파트,3,AC완속,전라남도 목포시 상동 1139-7,정보없음,정,전라남도 목포시 상동 1139-7,126.43370455869184,34.79795624343999
신안실크밸리7차,3,AC완속,전라남도 목포시 죽교동 704,정보없음,정,전라남도 목포시 죽교동 704,126.36657705229473,34.805261281503455
원형1공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 1133(롯데마트옆),24시간 이용가능,정,전라남도 목포시 상동 1133,126.43027065974762,34.79806396576504
제일6단지풍경채아파트,1,AC완속,전라남도 목포시 옥암동 915-26,정보없음,정,전라남도 목포시 옥암동 915-26,126.42405083707686,34.81276111669655
이마트 목포점,2,DC차데모+AC3상+DC콤보,전라남도 목포시 옥암로 138,정보없음,정,전라남도 목포시 옥암로 138 (옥암동),126.42521024506333,34.81162777849872
목포지사,5,AC완속,전라남도 목포시 삼학로 370,주중/주말 : 06시~23시,정,전라남도 목포시 삼학로 370 (용해동),126.40948147681574,34.803285820227664
상동현대아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 764,정보없음,정,전라남도 목포시 상동 764,126.41404215272395,34.8117218216177
에메랄드퀸 주상복합아파트,5,AC완속,전라남도 목포시 상동 1139-7,정보없음,정,전라남도 목포시 상동 1139-7,126.43370455869184,34.79795624343999
우진아트빌아파트,1,AC완속,전라남도 목포시 석현동 816-17,정보없음,정,전라남도 목포시 석현동 816-17,126.42040185475253,34.818979267365265
옥암한국아델리움,3,AC완속,전라남도 목포시 옥암동 남악1로 15,24시간,정,전라남도 목포시 남악1로 15 (옥암동),126.44514527528796,34.805473073675834
홈플러스 목포점,1,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로 313 (영산로 313),정보없음,정,전라남도 목포시 영산로 313 (용당동),126.39963699960165,34.80594021493051
천년나무아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 대성동 양을로 42,정보없음,정,전라남도 목포시 양을로 42 (대성동),126.38164388467119,34.79980322611045
코아루천년가 아파트,2,AC완속,전라남도 목포시 옥암동 남악1로16번길 43-14,24시간,정,전라남도 목포시 남악1로16번길 43-14 (옥암동),126.45237894739371,34.80764829583275
목포지사,2,DC차데모+AC3상+DC콤보,전라남도 목포시 삼학로 370,주중/주말 : 06시~23시,정,전라남도 목포시 삼학로 370 (용해동),126.40948147681574,34.803285820227664
신흥동 주민센터,1,DC차데모+AC3상+DC콤보,전라남도 목포시 하당로 66(상동),정보없음,정,전라남도 목포시 하당로 66 (상동),126.41882462957413,34.79884257135131
연산주공5단지아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 연산동 1261,정보없음,정,전라남도 목포시 연산동 1261,126.38188300681307,34.81377946121474
원형2공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 원형로 42,24시간 이용가능,정,전라남도 목포시 원형로 42 (상동),126.43239460032092,34.79923108808109
제일6단지풍경채아파트,2,AC완속,전라남도 목포시 옥암동 915-26,정보없음,정,전라남도 목포시 옥암동 915-26,126.42405083707686,34.81276111669655
스위트모텔,2,AC완속,전라남도 목포시 해양대학로251번길 4-2주차장,24시간 이용가능,정,전라남도 목포시 해양대학로251번길 4-2 (죽교동),126.36968776619342,34.80132485942604
그리스호텔,2,AC완속,전라남도 목포시 비파로116번길 14주차장,24시간 이용가능,정,전라남도 목포시 비파로116번길 14 (상동),126.42458728440336,34.80866554533026
자동차등록사무소,1,DC차데모+AC3상+DC콤보,전라남도 목포시 연산로 191(연산동)자동차 등록사무소 입구,06~23시,정,전라남도 목포시 연산로 191 (연산동),126.37713747056615,34.812992549881095
목포지사,6,AC완속,전라남도 목포시 삼학로 370,주중/주말 : 06시~23시,정,전라남도 목포시 삼학로 370 (용해동),126.40948147681574,34.803285820227664
미르치과병원,1,AC완속,전라남도 목포시 백년대로 319(상동),24시간 이용가능,정,전라남도 목포시 백년대로 319 (상동),126.42219519356385,34.805141210303255
